id,carat,cut,color,clarity,depth,table,x,y,z,price
21732,0.32,Premium,G,VS2,60.5,58.0,4.42,4.41,2.67,6.579
21733,2.16,Premium,I,VS2,58.7,60.0,8.54,8.5,5.0,9.824
21734,0.91,Very Good,F,VS2,63.4,55.0,6.22,6.18,3.93,8.397
21735,0.42,Premium,G,VS1,60.5,59.0,4.83,4.79,2.91,6.892
21736,1.26,Ideal,D,VS2,62.5,57.0,6.9,6.85,4.3,9.019
21737,1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,9.478
21738,2.06,Good,J,SI1,64.1,56.0,7.97,8.09,5.15,9.371
21739,0.52,Ideal,H,IF,61.4,56.0,5.19,5.23,3.2,7.8
21740,0.42,Very Good,F,SI1,62.9,57.0,4.73,4.77,2.99,6.65
21741,2.15,Ideal,I,SI2,61.7,55.0,8.24,8.43,5.14,9.574
21742,0.56,Ideal,H,VS1,62.8,56.0,5.28,5.23,3.3,7.437
21743,0.54,Ideal,D,VS2,62.6,57.0,5.24,5.18,3.26,7.597
21744,0.4,Ideal,F,I1,63.3,60.0,4.68,4.64,2.95,6.446
21745,0.72,Ideal,E,SI1,60.8,57.0,5.77,5.8,3.52,8.134
21746,1.01,Premium,G,SI2,60.1,58.0,6.54,6.39,3.89,8.062
21747,0.54,Premium,H,VS1,62.4,55.0,5.25,5.2,3.26,7.401
21748,1.26,Fair,I,SI2,64.8,57.0,6.73,6.69,4.35,8.423
21749,0.25,Very Good,G,VVS1,61.7,56.0,4.07,4.09,2.51,6.263
21750,0.92,Ideal,H,IF,62.5,55.0,6.25,6.3,3.92,8.658
21751,1.02,Ideal,G,SI2,62.7,57.0,6.44,6.42,4.03,8.383
21752,0.42,Very Good,G,VVS2,60.4,59.0,4.78,4.82,2.9,6.938
21753,0.35,Premium,F,SI1,60.2,58.0,4.54,4.6,2.75,6.368
21754,0.32,Ideal,G,VS1,62.0,56.0,4.41,4.37,2.72,6.719
21755,1.0,Ideal,J,SI1,62.7,58.0,6.35,6.41,4.0,8.24
21756,0.54,Ideal,H,VVS1,60.3,56.0,5.28,5.33,3.2,7.521
21757,0.33,Ideal,H,SI2,61.3,55.0,4.48,4.49,2.75,6.071
21758,1.16,Ideal,D,SI2,62.5,56.0,6.7,6.8,4.23,8.633
21759,1.22,Ideal,H,SI2,61.0,57.0,6.89,6.95,4.22,8.537
21760,0.33,Premium,E,SI1,60.7,57.0,4.47,4.43,2.7,6.611
21761,1.31,Ideal,G,VS1,62.2,56.0,7.01,7.05,4.37,9.199
21762,2.11,Ideal,I,SI1,62.0,55.0,8.23,8.18,5.09,9.634
21763,0.7,Very Good,F,VS2,60.5,58.0,5.78,5.83,3.51,7.799
21764,0.72,Ideal,I,VVS2,61.2,59.0,5.75,5.79,3.53,7.805
21765,1.29,Very Good,J,SI2,63.5,57.0,6.89,6.87,4.37,8.265
21766,0.42,Ideal,G,VVS2,62.0,56.0,4.79,4.83,2.98,6.682
21767,0.32,Premium,J,VS2,61.9,58.0,4.35,4.38,2.7,5.974
21768,0.35,Premium,H,VVS1,59.9,59.0,4.61,4.57,2.75,6.931
21769,1.63,Premium,I,VS1,60.9,58.0,7.63,7.58,4.63,9.094
21770,0.71,Very Good,I,SI1,61.9,58.0,5.66,5.69,3.51,7.549
21771,0.55,Very Good,G,SI1,60.1,61.0,5.32,5.29,3.19,7.182
21772,0.57,Ideal,E,VS2,60.4,57.0,5.4,5.35,3.25,7.575
21773,0.7,Ideal,F,VS2,61.3,57.0,5.7,5.76,3.51,8.009
21774,0.35,Ideal,I,SI1,61.3,54.0,4.56,4.51,2.78,6.407
21775,0.76,Premium,F,IF,60.6,60.0,5.89,5.85,3.56,8.331
21776,0.26,Premium,E,VVS1,61.8,58.0,4.11,4.14,2.55,6.395
21777,0.34,Ideal,D,SI1,61.3,57.0,4.5,4.44,2.74,6.688
21778,0.78,Ideal,J,VS1,61.4,57.0,5.9,5.93,3.63,7.794
21779,1.28,Premium,I,SI1,60.0,60.0,7.08,6.99,4.22,8.726
21780,1.01,Fair,I,SI2,68.1,59.0,6.14,6.11,4.17,8.024
21781,0.31,Ideal,G,VVS2,61.4,56.0,4.35,4.38,2.68,6.561
21782,2.01,Ideal,I,SI1,62.4,54.0,8.04,7.96,5.0,9.443
21783,0.51,Ideal,H,SI1,63.0,57.0,5.14,5.11,3.23,7.086
21784,0.34,Premium,D,VS2,62.1,58.0,4.45,4.5,2.78,6.691
21785,1.27,Premium,H,VS2,60.0,61.0,7.03,6.99,4.26,8.923
21786,0.36,Ideal,D,SI1,59.5,56.0,4.63,4.68,2.77,6.497
21787,0.9,Premium,G,SI1,61.0,60.0,6.17,6.12,3.75,8.263
21788,0.71,Ideal,E,VS1,62.3,54.0,5.69,5.73,3.56,8.075
21789,1.09,Very Good,G,VVS2,59.8,61.0,6.64,6.7,3.99,8.934
21790,0.36,Good,F,VVS1,62.4,63.0,4.46,4.51,2.8,6.755
21791,0.73,Ideal,E,VVS2,62.0,57.0,5.79,5.73,3.57,8.22
21792,0.57,Ideal,E,VS2,61.6,56.0,5.33,5.38,3.3,7.523
21793,1.26,Ideal,I,SI2,59.6,57.0,7.04,7.01,4.19,8.456
21794,0.33,Premium,G,VS2,61.1,59.0,4.47,4.43,2.72,6.611
21795,1.04,Premium,E,SI2,59.2,58.0,6.7,6.64,3.95,8.426
21796,1.02,Very Good,E,VVS1,62.6,56.0,6.35,6.5,4.02,9.159
21797,0.33,Ideal,G,VS1,61.9,55.0,4.44,4.49,2.77,6.55
21798,1.02,Premium,H,VS1,62.1,57.0,6.46,6.42,4.0,8.482
21799,0.31,Very Good,E,SI1,63.0,58.0,4.29,4.31,2.71,6.229
21800,0.36,Ideal,D,VS2,61.6,56.0,4.57,4.55,2.81,6.998
21801,0.4,Good,E,VVS1,59.4,61.0,4.8,4.83,2.86,6.992
21802,1.12,Ideal,D,SI2,62.6,57.0,6.61,6.65,4.15,8.604
21803,2.02,Very Good,H,SI1,59.6,59.0,8.27,8.35,4.95,9.811
21804,0.2,Premium,E,VS2,59.8,62.0,3.79,3.77,2.26,5.905
21805,0.9,Very Good,F,SI1,62.5,60.0,6.05,6.11,3.8,8.281
21806,0.65,Fair,I,VS2,65.1,55.6,5.44,5.5,3.56,7.414
21807,1.2,Very Good,D,SI2,63.5,59.0,6.61,6.56,4.18,8.468
21808,0.4,Very Good,I,VS2,61.9,55.0,4.73,4.77,2.94,6.938
21809,1.01,Ideal,F,VS1,62.2,57.0,6.38,6.48,4.0,8.871
21810,0.32,Ideal,G,VS1,62.3,55.0,4.39,4.41,2.74,6.326
21811,0.72,Very Good,D,SI2,62.3,59.0,5.67,5.73,3.55,7.868
21812,0.3,Premium,E,VVS1,61.3,59.0,4.28,4.33,2.64,6.797
21813,0.34,Ideal,H,SI1,62.6,56.0,4.48,4.46,2.8,6.443
21814,0.7,Premium,G,VS2,62.2,61.0,5.59,5.54,3.46,7.885
21815,0.25,Ideal,G,VVS2,61.5,56.0,4.06,4.08,2.5,6.263
21816,0.31,Ideal,E,VS2,62.0,55.0,4.33,4.35,2.69,6.522
21817,0.6,Very Good,J,SI2,62.9,60.0,5.34,5.38,3.37,6.93
21818,0.33,Premium,E,VVS2,61.3,59.0,4.47,4.44,2.73,6.856
21819,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,7.575
21820,2.14,Ideal,I,SI2,61.9,56.0,8.22,8.26,5.1,9.569
21821,1.53,Ideal,E,SI1,61.0,55.0,7.44,7.49,4.55,9.347
21822,1.08,Ideal,E,VVS1,61.7,55.0,6.6,6.63,4.08,9.549
21823,2.03,Good,J,VVS2,63.2,60.0,7.88,7.94,5.0,9.674
21824,1.02,Ideal,F,VS1,61.5,56.0,6.47,6.5,3.99,8.977
21825,1.16,Ideal,G,SI2,61.7,56.0,6.82,6.76,4.18,8.457
21826,0.49,Ideal,D,VS1,62.3,55.0,5.03,5.05,3.14,7.567
21827,0.9,Very Good,G,SI1,63.4,54.0,6.11,6.16,3.89,8.193
21828,1.26,Premium,G,VS2,60.1,61.0,7.04,6.97,4.21,9.001
21829,1.19,Premium,I,VS2,59.3,59.0,6.98,6.88,4.11,8.432
21830,0.41,Premium,E,SI1,62.4,58.0,4.77,4.75,2.97,6.876
21831,0.53,Ideal,H,VS2,62.4,56.0,5.17,5.18,3.23,7.181
21832,0.32,Ideal,G,IF,61.9,54.0,4.4,4.42,2.73,6.822
21833,1.01,Very Good,I,VS2,61.3,56.0,6.53,6.45,3.98,8.398
21834,1.01,Premium,F,VS2,60.4,59.0,6.52,6.46,3.92,8.744
21835,0.56,Premium,E,SI1,61.5,60.0,5.27,5.3,3.25,7.47
21836,0.54,Ideal,G,VVS1,62.2,56.0,5.18,5.23,3.24,7.64
21837,0.33,Ideal,E,VS1,60.2,57.0,4.48,4.52,2.71,6.661
21838,0.41,Very Good,E,SI1,61.5,61.0,4.75,4.78,2.93,6.558
21839,0.5,Premium,G,VVS2,61.6,60.0,5.13,5.1,3.15,7.568
21840,0.23,Very Good,G,VS2,62.8,53.0,3.91,3.93,2.46,5.911
21841,0.51,Ideal,G,SI2,62.1,56.0,5.1,5.13,3.18,7.046
21842,0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,7.048
21843,0.5,Premium,D,SI1,62.1,58.0,5.1,5.07,3.16,7.411
21844,0.91,Premium,H,VS2,59.6,60.0,6.29,6.25,3.74,8.257
21845,1.04,Ideal,F,IF,61.8,55.0,6.56,6.49,4.03,9.304
21846,1.78,Very Good,D,SI2,62.5,57.0,7.76,7.8,4.86,9.471
21847,0.3,Ideal,J,VS1,62.2,57.0,4.27,4.28,2.66,6.019
21848,1.05,Very Good,F,VVS2,61.3,59.0,6.48,6.56,4.0,9.052
21849,0.32,Ideal,E,VS2,61.3,55.0,4.43,4.47,2.73,6.741
21850,0.53,Ideal,D,VS2,60.2,57.0,5.26,5.24,3.16,7.579
21851,0.72,Premium,G,IF,60.1,58.0,5.89,5.86,3.53,8.066
21852,1.02,Good,H,SI1,63.4,57.0,6.36,6.42,4.05,8.476
21853,0.53,Ideal,G,VS1,62.6,54.0,5.19,5.16,3.24,7.503
21854,0.51,Very Good,E,VS1,60.0,57.0,5.18,5.25,3.13,7.448
21855,0.51,Ideal,E,SI2,63.0,56.0,5.14,5.12,3.23,7.065
21856,0.26,Premium,H,VS1,62.3,59.0,4.1,4.06,2.54,6.196
21857,1.23,Ideal,J,SI2,63.2,58.0,6.82,6.74,4.29,8.534
21858,0.9,Ideal,D,SI1,61.6,55.0,6.23,6.27,3.85,8.533
21859,1.44,Premium,I,VS1,62.6,59.0,7.08,7.14,4.45,9.039
21860,1.08,Ideal,G,SI1,61.4,56.0,6.62,6.6,4.06,8.47
21861,0.32,Ideal,D,SI1,62.5,54.0,4.41,4.39,2.75,6.628
21862,1.5,Ideal,E,SI1,62.4,56.0,7.36,7.31,4.58,9.184
21863,0.44,Ideal,E,VS2,61.9,55.0,4.86,4.89,3.02,6.911
21864,1.26,Ideal,H,SI1,61.7,58.0,6.95,6.9,4.27,8.776
21865,0.9,Ideal,F,VS2,62.6,56.0,6.16,6.23,3.88,8.477
21866,1.27,Very Good,I,SI1,60.7,61.0,6.97,6.91,4.21,8.789
21867,0.59,Ideal,D,SI1,61.8,56.0,5.37,5.4,3.33,7.504
21868,2.01,Premium,E,SI2,61.2,58.0,8.07,8.05,4.93,9.612
21869,1.57,Ideal,J,VVS2,61.4,57.0,7.5,7.45,4.59,9.161
21870,1.01,Fair,F,VS2,64.8,56.0,6.3,6.25,4.07,8.474
21871,0.52,Ideal,F,VS2,60.3,57.0,5.2,5.24,3.15,7.265
21872,1.21,Ideal,G,VVS1,60.2,57.0,7.02,6.94,4.2,9.233
21873,0.31,Ideal,H,VVS1,61.5,54.0,4.39,4.36,2.69,6.81
21874,1.2,Ideal,J,SI1,61.6,57.0,6.79,6.87,4.21,8.483
21875,0.33,Ideal,E,VS2,61.3,55.0,4.48,4.46,2.74,6.833
21876,2.01,Premium,I,VS2,62.1,59.0,8.06,7.98,4.98,9.65
21877,1.51,Very Good,D,SI2,61.7,59.0,7.28,7.35,4.51,9.264
21878,2.01,Fair,F,I1,58.7,66.0,8.3,8.19,4.84,8.895
21879,1.15,Premium,I,SI2,61.3,57.3,6.71,6.78,4.13,8.541
21880,1.0,Ideal,H,SI2,61.4,60.0,6.35,6.41,3.92,8.458
21881,1.22,Ideal,E,SI1,61.7,56.0,6.92,6.88,4.26,8.884
21882,1.35,Very Good,I,VS2,61.7,59.0,7.05,7.09,4.36,8.837
21883,1.2,Premium,H,VVS2,60.0,60.0,6.86,6.78,4.09,8.551
21884,0.43,Ideal,F,VS2,61.1,56.0,4.88,4.91,2.99,6.808
21885,2.02,Premium,J,VS2,61.1,58.0,8.04,8.1,4.93,9.46
21886,0.74,Very Good,J,SI2,59.1,58.0,5.93,5.99,3.52,7.562
21887,0.34,Ideal,F,VVS1,62.9,56.0,4.45,4.48,2.81,6.841
21888,0.31,Premium,E,VS2,60.6,59.0,4.36,4.39,2.65,6.522
21889,0.71,Ideal,G,SI1,61.6,55.0,5.72,5.78,3.54,8.009
21890,1.07,Very Good,J,SI2,61.6,54.0,6.57,6.59,4.05,8.238
21891,0.7,Very Good,D,VVS1,61.5,63.0,5.78,5.64,3.51,8.274
21892,0.23,Good,E,VVS2,62.2,60.0,3.9,3.94,2.44,6.225
21893,0.9,Very Good,F,SI1,59.8,54.0,6.25,6.32,3.76,8.307
21894,0.4,Ideal,F,VVS1,61.3,56.0,4.73,4.76,2.91,7.141
21895,0.7,Good,E,VS1,59.4,61.0,5.79,5.83,3.45,8.027
21896,0.23,Very Good,F,VS1,63.2,58.0,3.89,3.86,2.45,6.18
21897,0.82,Ideal,G,VS1,61.9,54.0,5.99,6.03,3.72,8.264
21898,0.34,Ideal,E,VS1,59.1,57.0,4.55,4.58,2.7,6.548
21899,1.5,Premium,H,VS2,61.2,61.0,7.32,7.25,4.46,9.257
21900,1.14,Very Good,G,VS1,63.4,58.0,6.67,6.61,4.21,8.878
21901,1.51,Very Good,G,VS1,59.5,59.0,7.41,7.45,4.42,9.549
21902,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,6.958
21903,0.41,Good,G,I1,63.8,56.0,4.74,4.7,3.01,6.397
21904,0.7,Ideal,G,SI1,61.0,56.0,5.77,5.8,3.53,7.816
21905,0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,7.555
21906,0.33,Ideal,E,VS2,62.6,57.0,4.42,4.37,2.75,6.833
21907,0.41,Premium,D,SI1,62.1,59.0,4.74,4.76,2.95,6.673
21908,0.72,Very Good,F,VS1,63.3,57.0,5.68,5.75,3.62,8.077
21909,0.4,Good,H,SI2,63.8,57.0,4.67,4.7,2.99,6.33
21910,1.71,Premium,G,SI1,60.6,58.0,7.79,7.75,4.71,9.523
21911,0.34,Ideal,D,VVS1,61.8,54.0,4.49,4.54,2.79,7.148
21912,0.91,Good,I,SI2,60.2,59.0,6.24,6.29,3.77,8.018
21913,1.06,Ideal,G,VVS2,61.4,56.0,6.56,6.62,4.04,9.174
21914,0.42,Ideal,G,SI1,63.0,55.0,4.81,4.77,3.02,6.782
21915,1.0,Very Good,D,VS2,59.6,60.0,6.52,6.57,3.9,8.817
21916,0.7,Premium,F,SI2,59.6,60.0,5.77,5.71,3.42,7.668
21917,0.59,Premium,H,VS2,60.2,60.0,5.45,5.42,3.27,7.371
21918,0.33,Premium,I,SI1,62.8,58.0,4.43,4.39,2.77,6.349
21919,0.41,Premium,H,VS1,62.8,59.0,4.73,4.64,2.94,6.94
21920,1.51,Good,D,SI2,62.1,60.0,7.25,7.3,4.52,9.113
21921,0.71,Ideal,D,SI2,60.4,56.0,5.79,5.83,3.51,7.83
21922,0.42,Ideal,G,VVS1,60.9,55.0,4.83,4.89,2.96,6.93
21923,0.58,Ideal,E,VS2,61.9,57.0,5.33,5.37,3.31,7.541
21924,1.02,Premium,G,VS2,62.6,59.0,6.39,6.43,4.01,8.696
21925,0.7,Ideal,I,SI2,61.3,57.0,5.7,5.73,3.5,7.581
21926,1.0,Premium,F,VS2,62.4,60.0,6.35,6.38,3.97,8.757
21927,0.83,Very Good,F,VS1,63.3,56.0,5.99,5.92,3.77,8.19
21928,1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,8.549
21929,0.5,Ideal,D,SI1,62.9,57.0,5.08,5.06,3.19,7.411
21930,0.51,Premium,F,SI1,62.7,62.0,5.09,4.96,3.15,8.12
21931,0.46,Good,E,SI1,62.7,58.0,4.87,4.92,3.07,6.874
21932,0.31,Premium,F,VS2,59.7,60.0,4.39,4.42,2.63,6.438
21933,0.3,Premium,E,SI1,59.8,60.0,4.35,4.31,2.59,6.515
21934,1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,9.459
21935,0.51,Premium,F,SI2,58.1,59.0,5.26,5.24,3.05,6.958
21936,1.0,Good,G,VS2,63.7,59.0,6.38,6.33,4.05,8.639
21937,0.74,Ideal,F,VVS1,60.8,60.0,5.82,5.86,3.55,8.325
21938,0.37,Ideal,J,VS1,62.4,55.0,4.64,4.59,2.88,6.436
21939,0.75,Premium,F,SI2,59.8,60.0,5.96,5.92,3.55,7.54
21940,1.05,Ideal,G,IF,62.5,56.0,6.48,6.52,4.06,9.088
21941,0.26,Ideal,H,VS1,62.6,56.0,4.07,4.09,2.55,6.105
21942,0.3,Ideal,F,VS2,60.5,56.0,4.37,4.33,2.63,6.719
21943,0.32,Ideal,G,VS1,62.3,54.0,4.37,4.39,2.73,6.469
21944,2.03,Very Good,I,VS2,59.9,59.0,8.32,8.24,4.96,9.706
21945,1.6,Ideal,H,IF,61.5,53.0,7.57,7.69,4.66,9.699
21946,1.03,Very Good,F,SI2,62.0,58.0,6.43,6.51,4.01,8.393
21947,0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,6.465
21948,0.32,Premium,H,VS2,62.5,59.0,4.33,4.38,2.72,6.225
21949,2.01,Premium,I,SI1,60.5,58.0,8.2,8.06,4.92,9.459
21950,0.43,Ideal,G,SI1,61.1,57.0,4.88,4.9,2.99,6.858
21951,1.0,Premium,G,VS2,62.1,57.0,6.43,6.39,3.98,8.667
21952,0.5,Ideal,E,VS1,61.1,58.0,5.12,5.08,3.11,7.618
21953,2.0,Premium,F,SI2,60.6,62.0,8.19,7.84,4.86,9.323
21954,0.56,Ideal,F,VS1,61.7,56.0,5.3,5.33,3.28,7.557
21955,0.35,Premium,F,VS2,61.8,58.0,4.52,4.48,2.78,6.809
21956,0.34,Ideal,E,SI1,61.0,57.0,4.51,4.48,2.74,6.64
21957,0.32,Very Good,H,SI1,62.2,56.0,4.36,4.39,2.72,6.107
21958,1.35,Premium,E,SI2,61.5,58.0,7.11,7.06,4.36,8.658
21959,2.01,Very Good,D,SI2,58.3,63.0,8.28,8.25,4.82,9.445
21960,1.01,Very Good,E,SI1,63.1,57.0,6.4,6.37,4.03,8.695
21961,0.31,Premium,H,VS1,62.9,58.0,4.34,4.31,2.72,6.548
21962,0.37,Ideal,D,VS2,61.6,56.0,4.63,4.59,2.84,7.025
21963,0.35,Premium,D,SI2,62.3,58.0,4.54,4.48,2.81,6.506
21964,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,7.749
21965,1.2,Very Good,H,SI2,62.9,56.0,6.74,6.77,4.25,8.567
21966,1.27,Premium,E,SI1,60.9,59.0,7.03,6.97,4.26,8.985
21967,1.4,Premium,F,VS2,61.5,60.0,7.25,7.18,4.44,9.271
21968,0.78,Very Good,I,SI2,60.6,60.0,5.91,5.93,3.59,7.664
21969,0.74,Ideal,F,SI2,60.3,58.0,5.84,5.82,3.51,7.738
21970,0.37,Ideal,F,VS1,61.7,56.0,4.61,4.63,2.85,6.698
21971,0.5,Good,J,VVS2,64.1,57.0,5.0,4.95,3.19,7.008
21972,0.36,Ideal,H,VVS2,62.3,57.0,4.52,4.57,2.83,6.588
21973,1.01,Good,G,SI1,63.7,60.0,6.28,6.32,4.01,8.521
21974,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,8.42
21975,0.36,Premium,G,VS2,62.5,58.0,4.51,4.55,2.83,6.378
21976,0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,7.358
21977,0.7,Ideal,E,VS2,61.0,56.0,5.76,5.79,3.52,8.124
21978,0.6,Ideal,E,VS2,61.8,56.0,5.41,5.46,3.36,7.548
21979,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,7.897
21980,0.42,Ideal,I,VS1,61.5,55.0,4.83,4.86,2.98,6.648
21981,0.87,Premium,D,SI1,58.8,56.0,6.3,6.26,3.69,8.227
21982,0.51,Ideal,E,VS1,61.4,56.0,5.14,5.16,3.16,7.711
21983,0.75,Ideal,D,SI2,62.2,55.0,5.83,5.87,3.64,7.922
21984,1.97,Premium,F,SI2,61.1,58.0,8.11,8.05,4.94,9.585
21985,0.48,Ideal,H,SI1,61.2,56.0,5.06,5.1,3.11,6.832
21986,1.63,Good,I,SI1,63.7,58.0,7.4,7.48,4.74,9.165
21987,0.84,Good,G,SI1,65.1,55.0,5.88,5.97,3.86,7.963
21988,1.72,Premium,H,SI1,62.9,58.0,7.63,7.59,4.79,9.479
21989,1.03,Ideal,F,SI1,62.6,57.0,6.42,6.46,4.03,8.588
21990,0.7,Very Good,F,VS2,61.6,60.0,5.59,5.65,3.46,7.915
21991,0.58,Very Good,D,VS2,61.0,58.0,5.37,5.42,3.29,7.467
21992,0.9,Very Good,G,SI1,63.5,59.0,6.07,6.11,3.87,8.202
21993,0.53,Ideal,E,VS2,60.8,55.0,5.26,5.3,3.21,7.442
21994,0.91,Fair,H,SI2,65.7,60.0,6.03,5.99,3.95,7.924
21995,0.33,Premium,G,VVS2,60.9,57.0,4.5,4.43,2.72,6.872
21996,0.37,Good,I,VS2,64.0,56.0,4.58,4.45,2.89,6.159
21997,0.82,Premium,J,SI1,61.2,58.0,6.04,5.99,3.68,7.733
21998,0.4,Ideal,E,SI1,61.2,57.0,4.74,4.7,2.89,6.851
21999,0.3,Premium,H,SI2,60.2,62.0,4.37,4.34,2.62,6.016
22000,1.2,Good,I,SI1,63.5,60.7,6.71,6.75,4.27,8.572
22001,1.0,Very Good,D,SI2,63.2,57.0,6.24,6.32,3.97,8.44
22002,0.32,Ideal,E,VVS1,61.6,56.0,4.37,4.43,2.71,6.718
22003,1.31,Very Good,H,SI2,61.7,59.0,6.96,7.01,4.31,8.742
22004,0.41,Ideal,E,SI1,62.7,57.0,4.74,4.77,2.98,6.627
22005,1.01,Very Good,J,SI1,62.8,57.0,6.37,6.41,4.01,8.294
22006,0.78,Very Good,I,SI2,60.6,58.0,5.92,5.97,3.6,7.728
22007,0.35,Ideal,H,VVS1,61.5,57.0,4.54,4.53,2.79,6.931
22008,1.02,Very Good,H,SI1,61.2,57.0,6.47,6.53,3.98,8.492
22009,1.51,Premium,G,VS1,62.2,58.0,7.29,7.35,4.55,9.585
22010,0.56,Ideal,G,VVS2,61.0,57.0,5.32,5.36,3.26,7.828
22011,0.3,Very Good,E,VS2,62.8,56.0,4.28,4.32,2.7,6.489
22012,0.52,Ideal,G,VVS2,61.8,57.0,5.14,5.19,3.19,7.555
22013,1.06,Premium,H,SI1,61.0,58.0,6.61,6.57,4.02,8.532
22014,1.01,Very Good,I,VS2,62.9,56.0,6.38,6.43,4.03,8.531
22015,0.64,Good,D,SI1,57.7,57.0,5.69,5.75,3.3,7.516
22016,0.33,Good,D,SI1,63.1,55.0,4.42,4.46,2.8,6.34
22017,1.0,Very Good,G,SI1,62.6,57.0,6.31,6.37,3.97,8.392
22018,0.48,Very Good,E,VS1,59.1,62.0,5.14,5.18,3.05,7.388
22019,0.51,Very Good,G,SI1,63.0,53.0,5.1,5.13,3.22,7.107
22020,1.34,Premium,H,SI1,62.4,57.0,7.07,6.96,4.38,8.827
22021,0.43,Ideal,H,SI1,61.6,55.0,4.87,4.9,3.01,6.574
22022,1.02,Fair,F,SI1,65.1,56.0,6.29,6.25,4.08,8.403
22023,0.7,Premium,I,VS2,60.8,59.0,5.71,5.68,3.46,7.727
22024,1.17,Ideal,G,VS1,61.8,57.0,6.76,6.8,4.19,9.064
22025,0.53,Premium,F,VS2,60.6,58.0,5.26,5.2,3.17,7.736
22026,2.02,Very Good,F,SI1,62.7,59.0,7.97,8.03,5.02,9.772
22027,0.29,Premium,G,VS1,62.1,59.0,4.25,4.22,2.63,6.304
22028,0.61,Ideal,D,VVS1,62.3,54.0,5.4,5.45,3.38,8.196
22029,0.7,Fair,G,SI2,61.5,66.0,5.55,5.6,3.43,7.6
22030,2.06,Premium,G,SI2,61.8,58.0,8.1,8.15,5.02,9.707
22031,0.82,Premium,H,VS2,62.6,59.0,5.99,5.93,3.73,7.986
22032,2.17,Fair,G,I1,55.6,62.0,8.75,8.69,4.8,8.827
22033,0.31,Very Good,G,VS1,58.2,61.0,4.42,4.45,2.58,6.368
22034,1.13,Premium,H,SI1,60.1,60.0,6.77,6.73,4.06,8.527
22035,1.09,Very Good,D,SI2,63.4,59.0,6.59,6.54,4.16,8.227
22036,1.42,Ideal,I,SI1,61.9,57.0,7.23,7.15,4.45,8.876
22037,0.9,Good,F,SI1,64.7,54.0,6.04,6.08,3.92,8.282
22038,0.34,Ideal,G,VS2,62.0,55.0,4.46,4.48,2.77,6.39
22039,0.91,Premium,E,SI2,61.6,60.0,6.14,6.1,3.77,8.228
22040,0.3,Ideal,E,VS2,62.2,56.0,4.28,4.3,2.67,6.489
22041,1.0,Premium,D,SI1,62.1,58.0,6.45,6.34,3.97,8.61
22042,0.26,Premium,E,VVS2,60.8,61.0,4.13,4.12,2.51,6.585
22043,1.7,Premium,G,SI1,62.1,57.0,7.61,7.55,4.71,9.504
22044,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,9.667
22045,0.4,Good,E,SI2,64.2,57.0,4.68,4.7,3.01,6.425
22046,1.02,Premium,G,SI1,61.4,55.0,6.51,6.48,3.99,8.36
22047,1.16,Very Good,G,VVS2,62.3,59.0,6.69,6.72,4.18,9.031
22048,0.71,Ideal,E,VS1,62.2,57.0,5.74,5.7,3.56,8.033
22049,1.02,Premium,E,VVS1,61.5,59.0,6.46,6.41,3.96,9.32
22050,1.2,Very Good,E,SI1,61.0,59.0,6.91,6.83,4.19,8.81
22051,1.63,Premium,E,VS2,61.8,58.0,7.57,7.49,4.65,9.524
22052,0.83,Ideal,E,VS1,62.2,56.0,5.99,6.03,3.74,8.547
22053,1.0,Premium,F,VS1,59.2,60.0,6.53,6.48,3.85,8.862
22054,0.91,Very Good,D,SI1,62.3,60.0,6.15,6.21,3.85,8.465
22055,0.3,Very Good,H,VS1,63.1,57.0,4.26,4.24,2.68,6.515
22056,1.36,Premium,I,VS2,61.9,56.0,7.17,7.08,4.41,8.868
22057,1.24,Ideal,G,VS2,62.0,57.0,6.87,6.84,4.25,9.126
22058,0.41,Ideal,F,VVS1,61.3,56.0,4.8,4.82,2.95,6.909
22059,0.31,Very Good,G,SI2,63.2,55.0,4.33,4.31,2.73,6.26
22060,1.25,Very Good,G,VS2,63.5,60.0,6.74,6.64,4.25,9.057
22061,1.22,Very Good,E,SI2,63.3,56.0,6.78,6.75,4.28,8.655
22062,0.38,Ideal,G,VS2,60.4,57.0,4.68,4.71,2.83,6.588
22063,1.7,Premium,H,VS2,59.0,58.0,7.77,7.72,4.57,9.243
22064,1.01,Good,E,SI1,63.6,60.0,6.32,6.38,4.04,8.543
22065,0.36,Premium,I,VS2,62.7,59.0,4.58,4.54,2.86,6.474
22066,1.36,Very Good,E,SI2,61.7,59.0,7.09,7.2,4.41,8.894
